City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
Michigan, USA,AllLivesMatter,Sun Jun 21 12:10:56 +0000 2020,43.47372116,-84.86635913,#ffe119,503.2115942,15115.93768,1
Minnesota, USA,#BLM,Sun Jun 21 12:11:17 +0000 2020,45.49674916,-94.28402319,#1e212b,328.1137124,8110.998885,1
Chicago, IL,AllLivesMatter,Sun Jun 21 12:11:27 +0000 2020,41.8373,-87.6862,#ffe119,4612,8675982,1
Chicago, IL,AllLivesMatter,Sun Jun 21 12:11:27 +0000 2020,41.8373,-87.6862,#ffe119,4612,8675982,1
Philadelphia, PA,#BLM,Sun Jun 21 12:11:31 +0000 2020,40.0077,-75.1339,#1e212b,4547,5637884,1
Georgia, USA,#MAGA,Sun Jun 21 12:11:31 +0000 2020,32.96564403,-83.57147565,#ffc800,315.7548387,17340.27419,2
Dallas, TX,#MAGA,Sun Jun 21 12:11:31 +0000 2020,32.7936,-96.7662,#ffc800,1524,5733259,1
New York, USA,#redpill,Sun Jun 21 12:11:32 +0000 2020,42.11192215,-75.02628554,#3cb44b,970.2613531,35076.80816,1
New York, USA,#redpill,Sun Jun 21 12:11:32 +0000 2020,42.11192215,-75.02628554,#3cb44b,970.2613531,35076.80816,1
Manhattan, NY,#MAGA,Sun Jun 21 12:11:35 +0000 2020,40.7834,-73.9662,#ffc800,27799,1643734,1
Cleveland, OH,#MAGA,Sun Jun 21 12:11:37 +0000 2020,41.4767,-81.6805,#ffc800,1915,1730363,1
Arkansas, USA,#MAGA,Sun Jun 21 12:11:38 +0000 2020,35.0755365,-92.35809255,#ffc800,199.726257,4858.420857,1
New Jersey, USA,#MAGA,Sun Jun 21 12:11:40 +0000 2020,40.32016673,-74.52402218,#ffc800,1469.239006,10892.99809,1
Pennsylvania, USA,#redpill,Sun Jun 21 12:11:41 +0000 2020,40.62121128,-77.63372888,#3cb44b,782.3564815,9051.620949,1
Pennsylvania, USA,#redpill,Sun Jun 21 12:11:41 +0000 2020,40.62121128,-77.63372888,#3cb44b,782.3564815,9051.620949,1
Louisiana, USA,#MAGA,Sun Jun 21 12:11:42 +0000 2020,30.98162089,-91.83754515,#ffc800,337.1308017,10326.88819,1
Florida, USA,#MAGA,Sun Jun 21 12:11:42 +0000 2020,28.1400878,-82.12263066,#ffc800,927.0826374,33241.92747,2
South Carolina, USA,#MAGA,Sun Jun 21 12:11:42 +0000 2020,34.02741447,-81.11013807,#ffc800,310.6446701,11497.96447,1
Cleveland, OH,#BLM,Sun Jun 21 12:11:44 +0000 2020,41.4767,-81.6805,#1e212b,1915,1730363,1
New Smyrna Beach, FL,#MAGA,Sun Jun 21 12:11:44 +0000 2020,29.0249,-80.965,#ffc800,272,26470,1
Michigan, USA,#MAGA,Sun Jun 21 12:11:45 +0000 2020,43.47372116,-84.86635913,#ffc800,503.2115942,15115.93768,1
St. Louis, MO,BlackLivesMatter,Sun Jun 21 12:11:46 +0000 2020,38.6358,-90.2451,#f2542d,1929,2078283,1
Atlanta, GA,#onlyfans,Sun Jun 21 12:11:47 +0000 2020,33.7627,-84.4225,#3ba99c,1384,5228750,1
Atlanta, GA,#onlyfans,Sun Jun 21 12:11:47 +0000 2020,33.7627,-84.4225,#3ba99c,1384,5228750,1
Cincinnati, OH,#BLM,Sun Jun 21 12:11:49 +0000 2020,39.1412,-84.506,#1e212b,1493,1648254,1
White Hall, AR,#MAGA,Sun Jun 21 12:11:50 +0000 2020,34.2737,-92.1005,#ffc800,279,5054,1
Effingham, IL,#BLM,Sun Jun 21 12:11:51 +0000 2020,39.1207,-88.5509,#1e212b,477,14092,1
Effingham, IL,BlackLivesMatter,Sun Jun 21 12:11:51 +0000 2020,39.1207,-88.5509,#f2542d,477,14092,1
Lafayette, CO,#Republican,Sun Jun 21 12:11:53 +0000 2020,39.9949,-105.0997,#911eb4,1160,91985,1
Texas, USA,BlackLivesMatter,Sun Jun 21 12:11:53 +0000 2020,30.6543695,-97.80444208,#f2542d,467.0797439,19220.27823,1
Lafayette, CO,#Republican,Sun Jun 21 12:11:53 +0000 2020,39.9949,-105.0997,#911eb4,1160,91985,1
Cleveland, OH,#TulsaTrumpRally,Sun Jun 21 12:11:53 +0000 2020,41.4767,-81.6805,#f032e6,1915,1730363,1
Georgia, USA,#MAGA,Sun Jun 21 12:11:55 +0000 2020,32.96564403,-83.57147565,#ffc800,315.7548387,17340.27419,2
Oneonta, NY,#MAGA,Sun Jun 21 12:11:55 +0000 2020,42.4551,-75.0666,#ffc800,1244,17422,1
Alabama, Mississippi,#MAGA,Sun Jun 21 12:11:57 +0000 2020,32.94153134,-86.74674229,#ffc800,145.0496575,7362.020548,1
Georgia, USA,#TulsaTrumpRally,Sun Jun 21 12:11:57 +0000 2020,32.96564403,-83.57147565,#f032e6,315.7548387,17340.27419,3
California, USA,#BLM,Sun Jun 21 12:11:58 +0000 2020,36.92493894,-120.1874709,#1e212b,956.995814,39607.22724,1
Detroit, MI,#BLM,Sun Jun 21 12:11:58 +0000 2020,42.3834,-83.1024,#1e212b,1873,3522206,1
Chicago, IL,#COVID19,Sun Jun 21 12:11:58 +0000 2020,41.8373,-87.6862,#4363d8,4612,8675982,1
Orlando, FL,#TulsaTrumpRally,Sun Jun 21 12:11:58 +0000 2020,28.4772,-81.3369,#f032e6,982,1776841,1
Lafayette, IN,BlackLivesMatter,Sun Jun 21 12:11:59 +0000 2020,40.399,-86.8593,#f2542d,951,159293,1
Pennsylvania, USA,#TulsaTrumpRally,Sun Jun 21 12:11:59 +0000 2020,40.62121128,-77.63372888,#f032e6,782.3564815,9051.620949,2
New Concord,Ohio,#MAGA,Sun Jun 21 12:12:00 +0000 2020,39.9948,-81.7379,#ffc800,537,2677,1
Pensacola, FL,#MAGA,Sun Jun 21 12:12:00 +0000 2020,30.4427,-87.1886,#ffc800,897,344400,1
Kent, Ohio,#COVID19,Sun Jun 21 12:12:00 +0000 2020,41.149,-81.361,#4363d8,1258,29915,1
Washington, DC,#COVID19,Sun Jun 21 12:12:01 +0000 2020,38.9047,-77.0163,#4363d8,4382,5289420,1
Charleston, SC,BlackLivesMatter,Sun Jun 21 12:12:02 +0000 2020,32.8151,-79.963,#f2542d,470,616085,1
Charleston, SC,#TulsaTrumpRally,Sun Jun 21 12:12:02 +0000 2020,32.8151,-79.963,#f032e6,470,616085,1
Raleigh, NC,#onlyfans,Sun Jun 21 12:12:04 +0000 2020,35.8324,-78.6438,#3ba99c,1235,1018336,1
Raleigh, NC,#onlyfans,Sun Jun 21 12:12:04 +0000 2020,35.8324,-78.6438,#3ba99c,1235,1018336,1
Chicago, IL,#BLM,Sun Jun 21 12:12:04 +0000 2020,41.8373,-87.6862,#1e212b,4612,8675982,2
Palo Alto, CA,#TulsaTrumpRally,Sun Jun 21 12:12:04 +0000 2020,37.3913,-122.1467,#f032e6,1086,67178,1
Greensboro, NC,#TulsaTrumpRally,Sun Jun 21 12:12:04 +0000 2020,36.0956,-79.8268,#f032e6,869,335588,1
Nashville, TN,#TulsaTrumpRally,Sun Jun 21 12:12:04 +0000 2020,36.1715,-86.7843,#f032e6,541,1076645,1
Florida, USA,#MAGA,Sun Jun 21 12:12:05 +0000 2020,28.1400878,-82.12263066,#ffc800,927.0826374,33241.92747,2
North Carolina, USA,BlackLivesMatter,Sun Jun 21 12:12:05 +0000 2020,35.43980951,-79.32081359,#f2542d,296.3206522,12504.38587,1
Brooklyn, NY,#TulsaTrumpRally,Sun Jun 21 12:12:07 +0000 2020,40.6501,-73.9496,#f032e6,14606,2629150,1
Indianapolis, IN,#TulsaTrumpRally,Sun Jun 21 12:12:07 +0000 2020,39.7771,-86.1458,#f032e6,921,1564699,1
Mississippi, USA,#MAGA,Sun Jun 21 12:12:08 +0000 2020,32.89795845,-89.61042659,#ffc800,238.1468144,5752.022161,1
Orlando, FL,BlackLivesMatter,Sun Jun 21 12:12:08 +0000 2020,28.4772,-81.3369,#f2542d,982,1776841,1
Florida, USA,#TulsaTrumpRally,Sun Jun 21 12:12:09 +0000 2020,28.1400878,-82.12263066,#f032e6,927.0826374,33241.92747,2
Mobile, AL,#MAGA,Sun Jun 21 12:12:10 +0000 2020,30.6782,-88.1163,#ffc800,526,318084,1
Mobile, AL,#TulsaTrumpRally,Sun Jun 21 12:12:10 +0000 2020,30.6782,-88.1163,#f032e6,526,318084,1
New Orleans, LA,#TulsaTrumpRally,Sun Jun 21 12:12:10 +0000 2020,30.0687,-89.9288,#f032e6,896,1029123,1
Georgia, USA,#TulsaTrumpRally,Sun Jun 21 12:12:11 +0000 2020,32.96564403,-83.57147565,#f032e6,315.7548387,17340.27419,3
Cedar Park, TX,#masculinity,Sun Jun 21 12:12:12 +0000 2020,30.5105,-97.8197,#f58231,1153,75704,1
Cedar Park, TX,#masculinity,Sun Jun 21 12:12:12 +0000 2020,30.5105,-97.8197,#f58231,1153,75704,1
Pennsylvania, USA,#TulsaTrumpRally,Sun Jun 21 12:12:13 +0000 2020,40.62121128,-77.63372888,#f032e6,782.3564815,9051.620949,2
Virginia, USA,#MAGA,Sun Jun 21 12:12:15 +0000 2020,37.7647657,-78.37606126,#ffc800,544.5238908,13988.1314,1
Georgia, USA,#TulsaTrumpRally,Sun Jun 21 12:12:16 +0000 2020,32.96564403,-83.57147565,#f032e6,315.7548387,17340.27419,3
Florida, United States,#TulsaTrumpRally,Sun Jun 21 12:12:17 +0000 2020,28.1400878,-82.12263066,#f032e6,927.0826374,33241.92747,2
Virginia, USA,#COVID19,Sun Jun 21 12:12:18 +0000 2020,37.7647657,-78.37606126,#4363d8,544.5238908,13988.1314,1
Seattle, WA,#TulsaTrumpRally,Sun Jun 21 12:12:18 +0000 2020,47.6211,-122.3244,#f032e6,3336,3643765,1
Tucson, AZ,#COVID19,Sun Jun 21 12:12:19 +0000 2020,32.1545,-110.8782,#4363d8,868,868391,1
Rio Rico, AZ,#TulsaTrumpRally,Sun Jun 21 12:12:20 +0000 2020,31.4957,-110.9886,#f032e6,117,18891,1
Baltimore, MD,#TulsaTrumpRally,Sun Jun 21 12:12:21 +0000 2020,39.3051,-76.6144,#f032e6,2917,2170504,1
New York, Miami,#Equality,Sun Jun 21 12:12:25 +0000 2020,42.11192215,-75.02628554,#8980f5,970.2613531,35076.80816,1
South Dakota, USA,#WhiteLivesMatter,Sun Jun 21 12:12:30 +0000 2020,44.28062041,-98.9464477,#e6194B,235.9311224,1732.022959,1
Hesperia, CA,#BLM,Sun Jun 21 12:12:37 +0000 2020,34.3975,-117.3147,#1e212b,503,94859,1
Ohio, USA,#Democrat,Sun Jun 21 12:12:37 +0000 2020,40.35181636,-82.80448713,#42d4f4,549.1569767,11432.45266,1
MA, USA,#BLM,Sun Jun 21 12:12:45 +0000 2020,42.08924752,-71.18091206,#1e212b,1008.886525,63636.99291,1
California, USA,#BLM,Sun Jun 21 12:12:47 +0000 2020,36.92493894,-120.1874709,#1e212b,956.995814,39607.22724,1
Maryland, USA,#BLM,Sun Jun 21 12:12:47 +0000 2020,39.09669125,-76.99463502,#1e212b,843.9649805,13387.10117,1
Georgia, USA,AllLivesMatter,Sun Jun 21 12:12:54 +0000 2020,32.96564403,-83.57147565,#ffe119,315.7548387,17340.27419,1
Cambridge, MA,#BLM,Sun Jun 21 12:12:56 +0000 2020,42.3759,-71.1185,#1e212b,6862,113630,1
Fort Lauderdale, FL,#onlyfans,Sun Jun 21 12:13:05 +0000 2020,26.1412,-80.1464,#3ba99c,2010,180072,1
Murfreesboro, TN,#BLM,Sun Jun 21 12:13:13 +0000 2020,35.8493,-86.4117,#1e212b,864,167055,1
Florida,  born in Scotland ,#MAGA,Sun Jun 21 12:13:14 +0000 2020,28.1400878,-82.12263066,#ffc800,927.0826374,33241.92747,2
Indiana, USA,AllLivesMatter,Sun Jun 21 12:13:14 +0000 2020,39.98034558,-86.28141401,#ffe119,507.0575221,9087.176991,1
Chicago, Illinois,#Equality,Sun Jun 21 12:13:16 +0000 2020,41.8373,-87.6862,#8980f5,4612,8675982,1
Greenwood, IN,#BLM,Sun Jun 21 12:13:17 +0000 2020,39.6019,-86.1073,#1e212b,793,57375,1
Connecticut, USA,#BLM,Sun Jun 21 12:13:17 +0000 2020,41.55448839,-72.68079196,#1e212b,749.8392857,36364.16964,1
Florida, USA,#MAGA,Sun Jun 21 12:13:18 +0000 2020,28.1400878,-82.12263066,#ffc800,927.0826374,33241.92747,2
Mount Sterling, KY,#MAGA,Sun Jun 21 12:13:20 +0000 2020,38.0646,-83.9473,#ffc800,630,11328,1
Raleigh, NC,#MAGA,Sun Jun 21 12:13:21 +0000 2020,35.8324,-78.6438,#ffc800,1235,1018336,1
Missouri, USA,#MAGA,Sun Jun 21 12:13:24 +0000 2020,38.46613427,-92.43911626,#ffc800,405.1566312,7224.933204,1
New York, NY,BlackLivesMatter,Sun Jun 21 12:13:26 +0000 2020,40.6943,-73.9249,#f2542d,11083,19354922,3
Florida, USA,#BLM,Sun Jun 21 12:13:28 +0000 2020,28.1400878,-82.12263066,#1e212b,927.0826374,33241.92747,1
Utah, USA,#MAGA,Sun Jun 21 12:13:28 +0000 2020,39.86944753,-111.7418315,#ffc800,364.6358025,14984.16049,1
Florida, USA,BlackLivesMatter,Sun Jun 21 12:13:28 +0000 2020,28.1400878,-82.12263066,#f2542d,927.0826374,33241.92747,1
Georgia, USA,BlackLivesMatter,Sun Jun 21 12:13:28 +0000 2020,32.96564403,-83.57147565,#f2542d,315.7548387,17340.27419,1
Ohio, USA,BlackLivesMatter,Sun Jun 21 12:13:28 +0000 2020,40.35181636,-82.80448713,#f2542d,549.1569767,11432.45266,1
New York, NY,#TulsaTrumpRally,Sun Jun 21 12:13:28 +0000 2020,40.6943,-73.9249,#f032e6,11083,19354922,2
Austin, TX,#MAGA,Sun Jun 21 12:13:29 +0000 2020,30.3006,-97.7517,#ffc800,1144,1638716,1
Apex, NC,#MAGA,Sun Jun 21 12:13:29 +0000 2020,35.7246,-78.8698,#ffc800,1020,50451,1
Iowa, USA,#TulsaTrumpRally,Sun Jun 21 12:13:29 +0000 2020,42.05805303,-93.38755978,#f032e6,286.4915591,3145.919563,2
Texas, USA,#TulsaTrumpRally,Sun Jun 21 12:13:30 +0000 2020,30.6543695,-97.80444208,#f032e6,467.0797439,19220.27823,2
Warner Robins, Georgia,#TulsaTrumpRally,Sun Jun 21 12:13:30 +0000 2020,32.5975,-83.6526,#f032e6,792,149617,1
Mount Pleasant, MI,BlackLivesMatter,Sun Jun 21 12:13:32 +0000 2020,43.5966,-84.7759,#f2542d,1292,37206,1
Ohio, USA,#TulsaTrumpRally,Sun Jun 21 12:13:32 +0000 2020,40.35181636,-82.80448713,#f032e6,549.1569767,11432.45266,3
Texas, USA,BlackLivesMatter,Sun Jun 21 12:13:33 +0000 2020,30.6543695,-97.80444208,#f2542d,467.0797439,19220.27823,2
Ohio, USA,#TulsaTrumpRally,Sun Jun 21 12:13:33 +0000 2020,40.35181636,-82.80448713,#f032e6,549.1569767,11432.45266,3
Pennsylvania, USA,#TulsaTrumpRally,Sun Jun 21 12:13:34 +0000 2020,40.62121128,-77.63372888,#f032e6,782.3564815,9051.620949,1
Texas, USA,#MAGA,Sun Jun 21 12:13:37 +0000 2020,30.6543695,-97.80444208,#ffc800,467.0797439,19220.27823,1
Hart, MI,#TulsaTrumpRally,Sun Jun 21 12:13:37 +0000 2020,43.6972,-86.3639,#f032e6,579,2529,1
Worcester, MA,#COVID19,Sun Jun 21 12:13:38 +0000 2020,42.2705,-71.8079,#4363d8,1918,498997,1
Houston, TX,#TulsaTrumpRally,Sun Jun 21 12:13:38 +0000 2020,29.7869,-95.3905,#f032e6,1401,5446468,1
Charlottesville, VA,#MAGA,Sun Jun 21 12:13:39 +0000 2020,38.0375,-78.4855,#ffc800,1809,102016,1
Denver, CO,BlackLivesMatter,Sun Jun 21 12:13:39 +0000 2020,39.7621,-104.8759,#f2542d,1774,2787266,1
Charlottesville, VA,#TulsaTrumpRally,Sun Jun 21 12:13:39 +0000 2020,38.0375,-78.4855,#f032e6,1809,102016,1
Pleasanton, CA,#MAGA,Sun Jun 21 12:13:40 +0000 2020,37.6663,-121.8805,#ffc800,1327,83007,1
Wichita, KS,#MAGA,Sun Jun 21 12:13:40 +0000 2020,37.6897,-97.3441,#ffc800,935,483057,1
Rochester,NY,BlackLivesMatter,Sun Jun 21 12:13:40 +0000 2020,43.168,-77.6162,#f2542d,2245,711998,1
Pleasanton, CA,#TulsaTrumpRally,Sun Jun 21 12:13:40 +0000 2020,37.6663,-121.8805,#f032e6,1327,83007,1
Texas, USA,BlackLivesMatter,Sun Jun 21 12:13:42 +0000 2020,30.6543695,-97.80444208,#f2542d,467.0797439,19220.27823,2
Houston, TX,#COVID19,Sun Jun 21 12:13:43 +0000 2020,29.7869,-95.3905,#4363d8,1401,5446468,1
Iowa, USA,#TulsaTrumpRally,Sun Jun 21 12:13:43 +0000 2020,42.05805303,-93.38755978,#f032e6,286.4915591,3145.919563,2
Wisconsin, USA,#TulsaTrumpRally,Sun Jun 21 12:13:44 +0000 2020,44.15892607,-89.66840869,#f032e6,323.3592737,7699.124514,2
Oklahoma, USA,#MAGA,Sun Jun 21 12:13:45 +0000 2020,35.55583016,-96.74808981,#ffc800,230.9456522,4969.266304,1
Virginia, USA,BlackLivesMatter,Sun Jun 21 12:13:45 +0000 2020,37.7647657,-78.37606126,#f2542d,544.5238908,13988.1314,1
San Francisco, CA,#COVID19,Sun Jun 21 12:13:45 +0000 2020,37.7562,-122.443,#4363d8,7286,3603761,1
Alabama, USA,#TulsaTrumpRally,Sun Jun 21 12:13:45 +0000 2020,32.94153134,-86.74674229,#f032e6,145.0496575,7362.020548,1
Mount Sterling, KY,#BLM,Sun Jun 21 12:13:46 +0000 2020,38.0646,-83.9473,#1e212b,630,11328,1
Georgia, USA,#MAGA,Sun Jun 21 12:13:46 +0000 2020,32.96564403,-83.57147565,#ffc800,315.7548387,17340.27419,2
New York, USA,#TulsaTrumpRally,Sun Jun 21 12:13:46 +0000 2020,42.11192215,-75.02628554,#f032e6,970.2613531,35076.80816,2
Ohio, USA,#MAGA,Sun Jun 21 12:13:47 +0000 2020,40.35181636,-82.80448713,#ffc800,549.1569767,11432.45266,1
New York, NY,BlackLivesMatter,Sun Jun 21 12:13:47 +0000 2020,40.6943,-73.9249,#f2542d,11083,19354922,3
Ohio, USA,#TulsaTrumpRally,Sun Jun 21 12:13:47 +0000 2020,40.35181636,-82.80448713,#f032e6,549.1569767,11432.45266,3
Ohio, USA,#onlyfans,Sun Jun 21 12:13:48 +0000 2020,40.35181636,-82.80448713,#3ba99c,549.1569767,11432.45266,1
Boston, MA,#MAGA,Sun Jun 21 12:13:48 +0000 2020,42.3188,-71.0846,#ffc800,5472,4637537,1
Chicago, IL,#MAGA,Sun Jun 21 12:13:49 +0000 2020,41.8373,-87.6862,#ffc800,4612,8675982,1
New York, USA,#COVID19,Sun Jun 21 12:13:49 +0000 2020,42.11192215,-75.02628554,#4363d8,970.2613531,35076.80816,1
Chicago, IL,#TulsaTrumpRally,Sun Jun 21 12:13:49 +0000 2020,41.8373,-87.6862,#f032e6,4612,8675982,1
Georgia, USA,#MAGA,Sun Jun 21 12:13:50 +0000 2020,32.96564403,-83.57147565,#ffc800,315.7548387,17340.27419,2
Fort Myers, FL,#MAGA,Sun Jun 21 12:13:50 +0000 2020,26.6195,-81.8303,#ffc800,774,79943,1
New York, USA,#BLM,Sun Jun 21 12:13:51 +0000 2020,42.11192215,-75.02628554,#1e212b,970.2613531,35076.80816,2
Massachusetts, USA,#TulsaTrumpRally,Sun Jun 21 12:13:51 +0000 2020,42.08924752,-71.18091206,#f032e6,1008.886525,63636.99291,1
Davidsville, PA,#MAGA,Sun Jun 21 12:13:52 +0000 2020,40.2348,-78.9356,#ffc800,140,841,1
Michigan, USA,#MAGA,Sun Jun 21 12:13:53 +0000 2020,43.47372116,-84.86635913,#ffc800,503.2115942,15115.93768,1
Houston, TX,#MAGA,Sun Jun 21 12:13:53 +0000 2020,29.7869,-95.3905,#ffc800,1401,5446468,1
Wisconsin, USA,#TulsaTrumpRally,Sun Jun 21 12:13:53 +0000 2020,44.15892607,-89.66840869,#f032e6,323.3592737,7699.124514,2
Kentucky, USA,#TulsaTrumpRally,Sun Jun 21 12:13:54 +0000 2020,37.77555102,-85.40921099,#f032e6,543.3631285,6122.759777,1
Midland, TX,BlackLivesMatter,Sun Jun 21 12:13:55 +0000 2020,32.0249,-102.1137,#f2542d,706,144247,1
Kings Mountain, NC,#COVID19,Sun Jun 21 12:13:55 +0000 2020,35.2348,-81.3501,#4363d8,310,10791,1
Madison, NJ,#COVID19,Sun Jun 21 12:13:56 +0000 2020,40.7586,-74.417,#4363d8,1435,16033,1
Boston, MA,#TulsaTrumpRally,Sun Jun 21 12:13:57 +0000 2020,42.3188,-71.0846,#f032e6,5472,4637537,1
Rehoboth Beach, Delaware,#TulsaTrumpRally,Sun Jun 21 12:13:58 +0000 2020,38.7168,-75.0843,#f032e6,491,1496,1
North Carolina, USA,#TulsaTrumpRally,Sun Jun 21 12:14:00 +0000 2020,35.43980951,-79.32081359,#f032e6,296.3206522,12504.38587,1
Texas, USA,#TulsaTrumpRally,Sun Jun 21 12:14:00 +0000 2020,30.6543695,-97.80444208,#f032e6,467.0797439,19220.27823,2
Maryland, USA,#policereforms,Thu Jun 18 04:40:16 +0000 2020,39.09669125,-76.99463502,#bfef45,843.9649805,13387.10117,1
Michigan, USA,#policereforms,Thu Jun 18 04:42:37 +0000 2020,43.47372116,-84.86635913,#bfef45,503.2115942,15115.93768,1
Florida, USA,#policereforms,Thu Jun 18 05:26:56 +0000 2020,28.1400878,-82.12263066,#bfef45,927.0826374,33241.92747,1
Los Angeles, CA ,#AbortionIsRacist,Thu Jun 18 05:43:48 +0000 2020,34.1139,-118.4068,#fffac8,3295,12815475,1
Alabama, USA,#policereforms,Thu Jun 18 05:47:54 +0000 2020,32.94153134,-86.74674229,#bfef45,145.0496575,7362.020548,1
El Paso, TX,#AbortionIsRacist,Thu Jun 18 05:51:19 +0000 2020,31.8479,-106.4309,#fffac8,1025,845674,1
Massachusetts, USA,#policereforms,Thu Jun 18 06:24:58 +0000 2020,42.08924752,-71.18091206,#bfef45,1008.886525,63636.99291,1
Texas, USA,#AbortionIsRacist,Thu Jun 18 06:40:17 +0000 2020,30.6543695,-97.80444208,#fffac8,467.0797439,19220.27823,3
New Hampshire, USA,#AbortionIsRacist,Thu Jun 18 07:30:55 +0000 2020,43.49214737,-71.50281053,#fffac8,338.6052632,21042.44737,1
Michigan, USA,#AbortionIsRacist,Thu Jun 18 07:46:02 +0000 2020,43.47372116,-84.86635913,#fffac8,503.2115942,15115.93768,1
Texas, USA,#policereforms,Thu Jun 18 07:52:46 +0000 2020,30.6543695,-97.80444208,#bfef45,467.0797439,19220.27823,2
Salem, OR,#policereforms,Thu Jun 18 08:37:20 +0000 2020,44.9232,-123.0245,#bfef45,1347,259816,1
Tennessee, USA,#AbortionIsRacist,Thu Jun 18 08:50:09 +0000 2020,35.82854061,-86.25442746,#fffac8,230.8615023,14237.33099,1
Queens, NY,#AbortionIsRacist,Thu Jun 18 10:16:25 +0000 2020,40.7498,-73.7976,#fffac8,8247,2333054,1
New Jersey, USA,#policereforms,Thu Jun 18 10:35:01 +0000 2020,40.32016673,-74.52402218,#bfef45,1469.239006,10892.99809,1
Alabama, USA,#AbortionIsRacist,Thu Jun 18 11:33:13 +0000 2020,32.94153134,-86.74674229,#fffac8,145.0496575,7362.020548,1
Auburn, AL,#policereforms,Thu Jun 18 12:18:03 +0000 2020,32.6087,-85.4899,#bfef45,410,89577,1
Boston, MA,#AbortionIsRacist,Thu Jun 18 12:18:24 +0000 2020,42.3188,-71.0846,#fffac8,5472,4637537,1
Decorah, IA,#AbortionIsRacist,Thu Jun 18 12:18:35 +0000 2020,43.3016,-91.7846,#fffac8,418,8184,1
San Diego, CA,#AbortionIsRacist,Thu Jun 18 12:19:53 +0000 2020,32.8312,-117.1225,#fffac8,1683,3210314,1
Kentucky, USA,#policereforms,Thu Jun 18 12:37:41 +0000 2020,37.77555102,-85.40921099,#bfef45,543.3631285,6122.759777,1
DC, NJ,#policereforms,Thu Jun 18 13:24:01 +0000 2020,38.9047,-77.0163,#bfef45,4382,5289420,1
Texas, USA,#AbortionIsRacist,Thu Jun 18 15:10:12 +0000 2020,30.6543695,-97.80444208,#fffac8,467.0797439,19220.27823,3
Austin, Texas,#policereforms,Thu Jun 18 15:11:03 +0000 2020,30.3006,-97.7517,#bfef45,1144,1638716,1
New York, NY,#policereforms,Thu Jun 18 15:46:19 +0000 2020,40.6943,-73.9249,#bfef45,11083,19354922,2
Portland, OR,#policereforms,Thu Jun 18 16:35:20 +0000 2020,45.5371,-122.65,#bfef45,1874,2052796,1
New York, NY,#policereforms,Thu Jun 18 18:48:12 +0000 2020,40.6943,-73.9249,#bfef45,11083,19354922,2
Brooklyn, NY,#policereforms,Thu Jun 18 19:19:39 +0000 2020,40.6501,-73.9496,#bfef45,14606,2629150,1
Hattiesburg, MS,#AbortionIsRacist,Thu Jun 18 22:59:49 +0000 2020,31.3074,-89.317,#fffac8,335,81036,1
Chicago, IL,#AbortionIsRacist,Thu Jun 18 23:50:20 +0000 2020,41.8373,-87.6862,#fffac8,4612,8675982,1
Louisville, KY,#AbortionIsRacist,Thu Jun 18 23:53:10 +0000 2020,38.1663,-85.6485,#fffac8,910,1011696,1
Las Vegas, NV,#AbortionIsRacist,Thu Jun 18 23:55:31 +0000 2020,36.2333,-115.2654,#fffac8,1747,2073045,1
Colorado, USA,#AbortionIsRacist,Thu Jun 18 23:58:04 +0000 2020,39.18856198,-105.2954387,#fffac8,446.1802198,16481.65275,1
Texas, USA,#policereforms,Tue Jun 16 00:31:34 +0000 2020,30.6543695,-97.80444208,#bfef45,467.0797439,19220.27823,1
Buffalo, NY,#LGBTQRights,Tue Jun 16 01:00:22 +0000 2020,42.9017,-78.8487,#9A6324,2472,926261,1
Los Angeles, CA,#BlueLivesMurder,Tue Jun 16 01:37:59 +0000 2020,34.1139,-118.4068,#dbcbd8,3295,12815475,1
Dayton, Ohio,#blackconservative,Tue Jun 16 02:03:54 +0000 2020,39.7797,-84.1998,#fabed4,978,718169,1
Texas, USA,#blackconservative,Tue Jun 16 02:11:57 +0000 2020,30.6543695,-97.80444208,#fabed4,467.0797439,19220.27823,1
Texas, USA,#IllegalAliens,Tue Jun 16 02:21:49 +0000 2020,30.6543695,-97.80444208,#aaffc3,467.0797439,19220.27823,2
New York, USA,#masculinity,Tue Jun 16 02:48:30 +0000 2020,42.11192215,-75.02628554,#f58231,970.2613531,35076.80816,3
Salisbury, MD,#blackconservative,Tue Jun 16 04:27:04 +0000 2020,38.3755,-75.5867,#fabed4,924,106034,1
Phoenix, AZ,#AbortionIsRacist,Tue Jun 16 04:34:14 +0000 2020,33.5722,-112.0891,#fffac8,1212,4081849,1
New Hampshire, USA,#AbortionIsRacist,Tue Jun 16 04:42:24 +0000 2020,43.49214737,-71.50281053,#fffac8,338.6052632,21042.44737,1
Pennsylvania, USA,#blackconservative,Tue Jun 16 05:16:06 +0000 2020,40.62121128,-77.63372888,#fabed4,782.3564815,9051.620949,1
Las Vegas, NV,#BlueLivesMurder,Tue Jun 16 05:30:30 +0000 2020,36.2333,-115.2654,#dbcbd8,1747,2073045,1
Oregon, USA,#policereforms,Tue Jun 16 05:45:33 +0000 2020,44.56224297,-122.0184233,#bfef45,621.6392573,13825.60212,1
San Francisco, CA,#masculinity,Tue Jun 16 06:01:02 +0000 2020,37.7562,-122.443,#f58231,7286,3603761,2
